,ca_id,seed,noise,type,layer,value
0,391,0,0.2,ca_entropy,,6.646403517352298
1,391,0,0.2,ca_lmc,,0.10638545669101808
2,391,0,0.2,model_entropy,,8.79856952502345
3,391,0,0.2,layer_entropy,0.0,8.79856952502345
4,391,0,0.2,layer_entropy,1.0,8.79856952502345
5,391,0,0.2,layer_entropy,2.0,8.79856952502345
6,391,0,0.2,layer_entropy,3.0,8.79206811042932
7,391,0,0.2,layer_entropy,4.0,8.79856952502345
8,391,0,0.2,layer_entropy,5.0,8.792625915645745
9,391,0,0.2,layer_entropy,6.0,8.788238696890337
10,391,0,0.2,layer_entropy,7.0,8.794270874674337
11,391,0,0.2,layer_entropy,8.0,8.79356952502345
12,391,0,0.2,layer_entropy,9.0,8.791069525023449
13,391,0,0.2,layer_entropy,10.0,8.78418230626804
14,391,0,0.2,layer_entropy,11.0,8.767735867702077
15,391,0,0.2,neuron_entropy,0.0,0.712229813064915
16,391,0,0.2,neuron_entropy,1.0,0.6223487283107114
17,391,0,0.2,neuron_entropy,2.0,0.6567987875183944
18,391,0,0.2,neuron_entropy,3.0,0.5672960263579381
19,391,0,0.2,neuron_entropy,4.0,0.46492460455287277
20,391,0,0.2,neuron_entropy,5.0,0.33282699751734945
21,391,0,0.2,neuron_entropy,6.0,0.33751740900316785
22,391,0,0.2,neuron_entropy,7.0,0.3659088612143187
23,391,0,0.2,neuron_entropy,8.0,0.34455559651329365
24,391,0,0.2,neuron_entropy,9.0,0.2954994938334769
25,391,0,0.2,neuron_entropy,10.0,0.3179299088831141
26,391,0,0.2,neuron_entropy,11.0,0.2875681835142085
27,391,0,0.2,model_lmc,,0.023233722652015048
28,391,0,0.2,layer_lmc,0.0,0.023233722652015048
29,391,0,0.2,layer_lmc,1.0,0.023233722652015048
30,391,0,0.2,layer_lmc,2.0,0.023233722652015048
31,391,0,0.2,layer_lmc,3.0,0.023408881344018063
32,391,0,0.2,layer_lmc,4.0,0.023233722652015048
33,391,0,0.2,layer_lmc,5.0,0.023300458676461223
34,391,0,0.2,layer_lmc,6.0,0.023371222284542737
35,391,0,0.2,layer_lmc,7.0,0.023318558866128675
36,391,0,0.2,layer_lmc,8.0,0.02327547933654645
37,391,0,0.2,layer_lmc,9.0,0.02335127842584354
38,391,0,0.2,layer_lmc,10.0,0.023387885390438654
39,391,0,0.2,layer_lmc,11.0,0.02378248354114189
40,391,0,0.2,neuron_lmc,0.0,0.08697195444598954
41,391,0,0.2,neuron_lmc,1.0,0.08207319369464008
42,391,0,0.2,neuron_lmc,2.0,0.06636424413618579
43,391,0,0.2,neuron_lmc,3.0,0.07900718499060551
44,391,0,0.2,neuron_lmc,4.0,0.058309759417787994
45,391,0,0.2,neuron_lmc,5.0,0.06141781752393159
46,391,0,0.2,neuron_lmc,6.0,0.05437273974589305
47,391,0,0.2,neuron_lmc,7.0,0.05858763819866663
48,391,0,0.2,neuron_lmc,8.0,0.04310767026988188
49,391,0,0.2,neuron_lmc,9.0,0.04966577580307594
50,391,0,0.2,neuron_lmc,10.0,0.04161224671261418
51,391,0,0.2,neuron_lmc,11.0,0.049782668728974244
52,391,0,0.2,losses,,"[0.5733043217658996, 0.2270016613602638, 0.21291013568639755, 0.20419778555631637, 0.19716653794050218, 0.1912247958779335, 0.18594740509986876, 0.18110101491212846, 0.17682395070791246, 0.17332530796527862, 0.17041540145874023, 0.16812515377998352, 0.16632734298706053, 0.1649278625845909, 0.163861423432827, 0.16299425482749938, 0.1623715540766716, 0.1618335363268852, 0.16141466230154036, 0.16110387325286865, 0.16084828943014146, 0.160669923722744, 0.16050635039806366, 0.1604021245241165, 0.16033853471279144, 0.16022509902715684, 0.1601249784231186, 0.16009198933839797, 0.1600579345226288, 0.16000932961702347, 0.15996311783790587, 0.15996610283851623, 0.1599455362558365, 0.15993233382701874, 0.15999190747737885, 0.15996433645486832, 0.16001208364963532, 0.16003334641456604, 0.16006391137838363, 0.16006606936454773, 0.1600617977976799, 0.160112082362175, 0.16014645457267762, 0.16011912435293196, 0.16015300631523133, 0.16014887720346452, 0.16014758586883546, 0.16017680406570434, 0.16018515110015868, 0.1602216851711273, 0.1603404837846756, 0.16036394804716111, 0.16037868350744247, 0.16034263283014297, 0.16030951470136642, 0.16034913212060928, 0.16027310401201247, 0.16025529950857162, 0.16012998908758164, 0.16010391920804978]"
