,ca_id,seed,noise,type,layer,value
0,255,0,0.02,ca_entropy,,8.118075362703335
1,255,0,0.02,ca_lmc,,0.018394991933615802
2,255,0,0.02,model_entropy,,8.79856952502345
3,255,0,0.02,layer_entropy,0.0,8.79856952502345
4,255,0,0.02,layer_entropy,1.0,8.79856952502345
5,255,0,0.02,layer_entropy,2.0,8.79856952502345
6,255,0,0.02,layer_entropy,3.0,8.79856952502345
7,255,0,0.02,layer_entropy,4.0,8.79856952502345
8,255,0,0.02,layer_entropy,5.0,8.79856952502345
9,255,0,0.02,layer_entropy,6.0,8.79856952502345
10,255,0,0.02,layer_entropy,7.0,8.792501083808109
11,255,0,0.02,layer_entropy,8.0,8.79356952502345
12,255,0,0.02,layer_entropy,9.0,8.790827265296635
13,255,0,0.02,layer_entropy,10.0,8.795125915645746
14,255,0,0.02,layer_entropy,11.0,8.777625915645745
15,255,0,0.02,neuron_entropy,0.0,0.7130057789881158
16,255,0,0.02,neuron_entropy,1.0,0.6345515790443556
17,255,0,0.02,neuron_entropy,2.0,0.6523512355261222
18,255,0,0.02,neuron_entropy,3.0,0.5682706876539327
19,255,0,0.02,neuron_entropy,4.0,0.46424771237982343
20,255,0,0.02,neuron_entropy,5.0,0.31882900314602625
21,255,0,0.02,neuron_entropy,6.0,0.33759756586289313
22,255,0,0.02,neuron_entropy,7.0,0.32558959295887796
23,255,0,0.02,neuron_entropy,8.0,0.3373725740984462
24,255,0,0.02,neuron_entropy,9.0,0.32121965000041675
25,255,0,0.02,neuron_entropy,10.0,0.34919713745542025
26,255,0,0.02,neuron_entropy,11.0,0.3230832885982691
27,255,0,0.02,model_lmc,,0.023233722652015048
28,255,0,0.02,layer_lmc,0.0,0.023233722652015048
29,255,0,0.02,layer_lmc,1.0,0.023233722652015048
30,255,0,0.02,layer_lmc,2.0,0.023233722652015048
31,255,0,0.02,layer_lmc,3.0,0.023233722652015048
32,255,0,0.02,layer_lmc,4.0,0.023233722652015048
33,255,0,0.02,layer_lmc,5.0,0.023233722652015048
34,255,0,0.02,layer_lmc,6.0,0.023233722652015048
35,255,0,0.02,layer_lmc,7.0,0.02338255756975219
36,255,0,0.02,layer_lmc,8.0,0.023275479336546438
37,255,0,0.02,layer_lmc,9.0,0.02336437059104621
38,255,0,0.02,layer_lmc,10.0,0.02327959890797483
39,255,0,0.02,layer_lmc,11.0,0.02348014932435237
40,255,0,0.02,neuron_lmc,0.0,0.08644548054068801
41,255,0,0.02,neuron_lmc,1.0,0.08124157388082946
42,255,0,0.02,neuron_lmc,2.0,0.06571695828299579
43,255,0,0.02,neuron_lmc,3.0,0.07816145032566753
44,255,0,0.02,neuron_lmc,4.0,0.058209633242551496
45,255,0,0.02,neuron_lmc,5.0,0.05996978432712299
46,255,0,0.02,neuron_lmc,6.0,0.05790552822236645
47,255,0,0.02,neuron_lmc,7.0,0.05971920038696656
48,255,0,0.02,neuron_lmc,8.0,0.04563860355594685
49,255,0,0.02,neuron_lmc,9.0,0.04745778424725813
50,255,0,0.02,neuron_lmc,10.0,0.043054496036927944
51,255,0,0.02,neuron_lmc,11.0,0.051994995794306706
52,255,0,0.02,losses,,"[0.5312294045090675, 0.22483182311058045, 0.1915347868204117, 0.1607702800631523, 0.1278497251868248, 0.09651599884033203, 0.07001567155122757, 0.050233693420886995, 0.036850216798484325, 0.028691010512411595, 0.02444371869787574, 0.022272056676447393, 0.021244772374629975, 0.02075000597164035, 0.02049714991822839, 0.0203437571041286, 0.020269492547959088, 0.0202302473410964, 0.020210463888943195, 0.02018215151503682, 0.020166676361113786, 0.020154524631798267, 0.02013383086770773, 0.02012188345193863, 0.020115310959517956, 0.02010889245197177, 0.02010976318269968, 0.020097501538693906, 0.02009396867826581, 0.020096964053809643, 0.02009930692613125, 0.020101793687790633, 0.020101871956139803, 0.0201155162230134, 0.020114257540553807, 0.020115533918142317, 0.020119354277849198, 0.020121179334819318, 0.020135984737426043, 0.020139418933540584, 0.020152289867401123, 0.020152695309370756, 0.02016235787421465, 0.020167941134423016, 0.02016797799617052, 0.020182092897593974, 0.020192073881626128, 0.020198567174375057, 0.02019789695739746, 0.020208954010158778, 0.020208318680524827, 0.020213410258293152, 0.020221828669309615, 0.02022122569382191, 0.020232040751725435, 0.020240507163107394, 0.02024106102064252, 0.020239425022155047, 0.020230944361537696, 0.020246673878282308]"
