,ca_id,seed,noise,type,layer,value
0,505,0,0.2,ca_entropy,,0.7683790117009281
1,505,0,0.2,ca_lmc,,0.6302288363031004
2,505,0,0.2,model_entropy,,8.800831327438914
3,505,0,0.2,layer_entropy,0.0,8.79856952502345
4,505,0,0.2,layer_entropy,1.0,8.79856952502345
5,505,0,0.2,layer_entropy,2.0,8.79856952502345
6,505,0,0.2,layer_entropy,3.0,8.79856952502345
7,505,0,0.2,layer_entropy,4.0,8.79856952502345
8,505,0,0.2,layer_entropy,5.0,8.792625915645745
9,505,0,0.2,layer_entropy,6.0,8.778327265296634
10,505,0,0.2,layer_entropy,7.0,8.786069525023448
11,505,0,0.2,layer_entropy,8.0,8.790125915645746
12,505,0,0.2,layer_entropy,9.0,8.759157868757223
13,505,0,0.2,layer_entropy,10.0,8.736360396991952
14,505,0,0.2,layer_entropy,11.0,8.658710291004194
15,505,0,0.2,neuron_entropy,0.0,0.7102257096188416
16,505,0,0.2,neuron_entropy,1.0,0.6134876240866443
17,505,0,0.2,neuron_entropy,2.0,0.6406342127863109
18,505,0,0.2,neuron_entropy,3.0,0.565109152333125
19,505,0,0.2,neuron_entropy,4.0,0.4431708727193536
20,505,0,0.2,neuron_entropy,5.0,0.3046231023004306
21,505,0,0.2,neuron_entropy,6.0,0.3285893945128345
22,505,0,0.2,neuron_entropy,7.0,0.31184664508627563
23,505,0,0.2,neuron_entropy,8.0,0.29986304107795075
24,505,0,0.2,neuron_entropy,9.0,0.26103660620750707
25,505,0,0.2,neuron_entropy,10.0,0.2555356872101822
26,505,0,0.2,neuron_entropy,11.0,0.22948701159288126
27,505,0,0.2,model_lmc,,0.023215744597381897
28,505,0,0.2,layer_lmc,0.0,0.023233722652015048
29,505,0,0.2,layer_lmc,1.0,0.023233722652015048
30,505,0,0.2,layer_lmc,2.0,0.023233722652015048
31,505,0,0.2,layer_lmc,3.0,0.023233722652015048
32,505,0,0.2,layer_lmc,4.0,0.023233722652015048
33,505,0,0.2,layer_lmc,5.0,0.023300458676461223
34,505,0,0.2,layer_lmc,6.0,0.023578038389132677
35,505,0,0.2,layer_lmc,7.0,0.023392910110374934
36,505,0,0.2,layer_lmc,8.0,0.023321302819947622
37,505,0,0.2,layer_lmc,9.0,0.02390292065278827
38,505,0,0.2,layer_lmc,10.0,0.024543712490299265
39,505,0,0.2,layer_lmc,11.0,0.0262096224770436
40,505,0,0.2,neuron_lmc,0.0,0.08706904156964718
41,505,0,0.2,neuron_lmc,1.0,0.08207700893927841
42,505,0,0.2,neuron_lmc,2.0,0.06940273268399047
43,505,0,0.2,neuron_lmc,3.0,0.07907238419306928
44,505,0,0.2,neuron_lmc,4.0,0.058327399885931656
45,505,0,0.2,neuron_lmc,5.0,0.05431630875714438
46,505,0,0.2,neuron_lmc,6.0,0.04840615214459947
47,505,0,0.2,neuron_lmc,7.0,0.05976287823383899
48,505,0,0.2,neuron_lmc,8.0,0.04317967118849004
49,505,0,0.2,neuron_lmc,9.0,0.04008456497816162
50,505,0,0.2,neuron_lmc,10.0,0.04189552837663772
51,505,0,0.2,neuron_lmc,11.0,0.04661478279070948
52,505,0,0.2,losses,,"[0.5725827279686928, 0.1760883790254593, 0.16801379024982452, 0.16547058999538422, 0.16409884870052338, 0.16318123608827592, 0.16251843720674514, 0.16200038582086562, 0.16159703940153122, 0.16128423064947128, 0.16101564943790436, 0.16079786777496338, 0.16060373276472092, 0.16042981892824174, 0.1602726709842682, 0.1601277384161949, 0.15999445408582688, 0.15987022280693053, 0.15977490216493606, 0.1597006353735924, 0.15961967319250106, 0.15955641001462936, 0.15950194358825684, 0.15943876385688782, 0.15939480066299438, 0.15935763627290725, 0.15933497071266176, 0.1593234023451805, 0.15931760847568513, 0.15929006665945053, 0.15925220191478728, 0.15924556344747542, 0.1592275908589363, 0.15921583235263825, 0.15920745611190795, 0.15921157270669936, 0.1592181557416916, 0.15925664693117142, 0.15928659707307816, 0.15927700877189635, 0.15921658217906953, 0.15916695564985275, 0.15915498584508897, 0.15912404239177705, 0.1591241592168808, 0.15912772059440614, 0.1591191014647484, 0.15915323585271834, 0.15918839424848558, 0.15916658192873, 0.15918745458126068, 0.15919564694166183, 0.1592010313272476, 0.15914186120033263, 0.1591459283232689, 0.15915520250797272, 0.15916614830493928, 0.15918529480695726, 0.1592261666059494, 0.15923421055078507]"
