,ca_id,seed,noise,type,layer,value
0,104,0,0.2,ca_entropy,,6.1518584759766
1,104,0,0.2,ca_lmc,,0.1881622362532821
2,104,0,0.2,model_entropy,,8.79856952502345
3,104,0,0.2,layer_entropy,0.0,8.79856952502345
4,104,0,0.2,layer_entropy,1.0,8.79856952502345
5,104,0,0.2,layer_entropy,2.0,8.79856952502345
6,104,0,0.2,layer_entropy,3.0,8.79856952502345
7,104,0,0.2,layer_entropy,4.0,8.795125915645745
8,104,0,0.2,layer_entropy,5.0,8.78918230626804
9,104,0,0.2,layer_entropy,6.0,8.778624501051615
10,104,0,0.2,layer_entropy,7.0,8.790827265296633
11,104,0,0.2,layer_entropy,8.0,8.77918230626804
12,104,0,0.2,layer_entropy,9.0,8.780573282823779
13,104,0,0.2,layer_entropy,10.0,8.781249332889253
14,104,0,0.2,layer_entropy,11.0,8.765125915645745
15,104,0,0.2,neuron_entropy,0.0,0.7133446088643387
16,104,0,0.2,neuron_entropy,1.0,0.6323186960246339
17,104,0,0.2,neuron_entropy,2.0,0.6398198014275752
18,104,0,0.2,neuron_entropy,3.0,0.5671829411859125
19,104,0,0.2,neuron_entropy,4.0,0.45747318217561417
20,104,0,0.2,neuron_entropy,5.0,0.29866610596855286
21,104,0,0.2,neuron_entropy,6.0,0.3217249785875109
22,104,0,0.2,neuron_entropy,7.0,0.33931757431912496
23,104,0,0.2,neuron_entropy,8.0,0.29717652617914136
24,104,0,0.2,neuron_entropy,9.0,0.2879911234913688
25,104,0,0.2,neuron_entropy,10.0,0.32165868021130606
26,104,0,0.2,neuron_entropy,11.0,0.2867769106548901
27,104,0,0.2,model_lmc,,0.023233722652015048
28,104,0,0.2,layer_lmc,0.0,0.023233722652015048
29,104,0,0.2,layer_lmc,1.0,0.023233722652015048
30,104,0,0.2,layer_lmc,2.0,0.023233722652015048
31,104,0,0.2,layer_lmc,3.0,0.023233722652015048
32,104,0,0.2,layer_lmc,4.0,0.023279598907974833
33,104,0,0.2,layer_lmc,5.0,0.023346265501024487
34,104,0,0.2,layer_lmc,6.0,0.023537686943444647
35,104,0,0.2,layer_lmc,7.0,0.02336437059104621
36,104,0,0.2,layer_lmc,8.0,0.023429442779852833
37,104,0,0.2,layer_lmc,9.0,0.023940781841449214
38,104,0,0.2,layer_lmc,10.0,0.023599607582139873
39,104,0,0.2,layer_lmc,11.0,0.023638448953757125
40,104,0,0.2,neuron_lmc,0.0,0.08689921114985012
41,104,0,0.2,neuron_lmc,1.0,0.0799461751099645
42,104,0,0.2,neuron_lmc,2.0,0.06763659579159524
43,104,0,0.2,neuron_lmc,3.0,0.08119171654159622
44,104,0,0.2,neuron_lmc,4.0,0.05600836743060616
45,104,0,0.2,neuron_lmc,5.0,0.0553118678375452
46,104,0,0.2,neuron_lmc,6.0,0.05284130400101416
47,104,0,0.2,neuron_lmc,7.0,0.06250056608819828
48,104,0,0.2,neuron_lmc,8.0,0.04249049928381084
49,104,0,0.2,neuron_lmc,9.0,0.05122124310100955
50,104,0,0.2,neuron_lmc,10.0,0.04653107893287894
51,104,0,0.2,neuron_lmc,11.0,0.044451642811237806
52,104,0,0.2,losses,,"[0.4537710332870483, 0.21686005264520644, 0.20666807651519775, 0.20053523272275925, 0.1954724207520485, 0.19079484462738036, 0.18649497300386428, 0.1826780578494072, 0.1792583954334259, 0.17606001675128938, 0.17319173842668534, 0.17078810542821884, 0.16884823620319367, 0.1672150519490242, 0.16585776448249817, 0.1647314125299454, 0.16376023173332213, 0.16296405404806136, 0.16229945719242095, 0.16175405740737914, 0.16138453513383866, 0.1610873943567276, 0.16082399010658263, 0.16063446313142776, 0.16047876417636872, 0.1603524148464203, 0.16024092227220535, 0.1601806652545929, 0.1601038658618927, 0.16004881501197815, 0.16005832940340042, 0.16001611590385437, 0.1599802029132843, 0.15999985724687577, 0.15995245605707167, 0.15990693628787994, 0.15993661642074586, 0.1599029564857483, 0.15990012288093566, 0.1598416116833687, 0.15984904855489732, 0.15982771933078765, 0.15986077666282653, 0.15984689444303513, 0.15985167711973192, 0.1598946461081505, 0.15992462366819382, 0.15988938748836518, 0.15988318949937821, 0.15986850798130037, 0.1598653131723404, 0.15982591301202775, 0.15985092610120774, 0.15982589185237883, 0.15980761468410493, 0.15983324944972993, 0.1598251748085022, 0.15988508492708206, 0.15978749006986617, 0.15974704355001448]"
