,ca_id,seed,noise,type,layer,value
0,0,0,0.05,ca_entropy,,0.06116285224115448
1,0,0,0.05,ca_lmc,,0.060329441183852375
2,0,0,0.05,model_entropy,,8.79856952502345
3,0,0,0.05,layer_entropy,0.0,8.79856952502345
4,0,0,0.05,layer_entropy,1.0,8.79856952502345
5,0,0,0.05,layer_entropy,2.0,8.79856952502345
6,0,0,0.05,layer_entropy,3.0,8.79856952502345
7,0,0,0.05,layer_entropy,4.0,8.79856952502345
8,0,0,0.05,layer_entropy,5.0,8.768168841080865
9,0,0,0.05,layer_entropy,6.0,8.790125915645746
10,0,0,0.05,layer_entropy,7.0,8.76443885661962
11,0,0,0.05,layer_entropy,8.0,8.78418230626804
12,0,0,0.05,layer_entropy,9.0,8.659268579713672
13,0,0,0.05,layer_entropy,10.0,8.780180891673911
14,0,0,0.05,layer_entropy,11.0,8.631368177032952
15,0,0,0.05,neuron_entropy,0.0,0.7077165897160611
16,0,0,0.05,neuron_entropy,1.0,0.6171564921871829
17,0,0,0.05,neuron_entropy,2.0,0.630663757618665
18,0,0,0.05,neuron_entropy,3.0,0.5559976793108519
19,0,0,0.05,neuron_entropy,4.0,0.42304001862653434
20,0,0,0.05,neuron_entropy,5.0,0.2698885649687961
21,0,0,0.05,neuron_entropy,6.0,0.3197119785941294
22,0,0,0.05,neuron_entropy,7.0,0.2990255429761693
23,0,0,0.05,neuron_entropy,8.0,0.27871520096706615
24,0,0,0.05,neuron_entropy,9.0,0.2375795594193956
25,0,0,0.05,neuron_entropy,10.0,0.2942472957287425
26,0,0,0.05,neuron_entropy,11.0,0.22792100827020106
27,0,0,0.05,model_lmc,,0.023233722652015048
28,0,0,0.05,layer_lmc,0.0,0.023233722652015048
29,0,0,0.05,layer_lmc,1.0,0.023233722652015048
30,0,0,0.05,layer_lmc,2.0,0.023233722652015048
31,0,0,0.05,layer_lmc,3.0,0.023233722652015048
32,0,0,0.05,layer_lmc,4.0,0.023233722652015048
33,0,0,0.05,layer_lmc,5.0,0.023756257453803466
34,0,0,0.05,layer_lmc,6.0,0.023376241106920406
35,0,0,0.05,layer_lmc,7.0,0.024081665202133753
36,0,0,0.05,layer_lmc,8.0,0.023387885390438658
37,0,0,0.05,layer_lmc,9.0,0.026038691221342128
38,0,0,0.05,layer_lmc,10.0,0.023541860015800678
39,0,0,0.05,layer_lmc,11.0,0.027330418141808244
40,0,0,0.05,neuron_lmc,0.0,0.08683912121631465
41,0,0,0.05,neuron_lmc,1.0,0.07933629871568351
42,0,0,0.05,neuron_lmc,2.0,0.06651689246449449
43,0,0,0.05,neuron_lmc,3.0,0.07680479001957602
44,0,0,0.05,neuron_lmc,4.0,0.05973184987989874
45,0,0,0.05,neuron_lmc,5.0,0.0516635994051516
46,0,0,0.05,neuron_lmc,6.0,0.05223493347388463
47,0,0,0.05,neuron_lmc,7.0,0.056345651744086525
48,0,0,0.05,neuron_lmc,8.0,0.042474491184302465
49,0,0,0.05,neuron_lmc,9.0,0.04542571162495105
50,0,0,0.05,neuron_lmc,10.0,0.038726826986242836
51,0,0,0.05,neuron_lmc,11.0,0.04175225916087642
52,0,0,0.05,losses,,"[0.22005666129291057, 0.05583228223025799, 0.052071173265576365, 0.05066112786531449, 0.04984071083366871, 0.04931101232767105, 0.048948884531855585, 0.048681842312216755, 0.048478755205869674, 0.0483230009675026, 0.048192315697669984, 0.04808307364583016, 0.047984252348542214, 0.04789233647286892, 0.04780766874551773, 0.0477439384162426, 0.04768879167735576, 0.04764036752283573, 0.04759919479489327, 0.047560507357120516, 0.04752939634025097, 0.047500853016972544, 0.04747818268835544, 0.047459824085235594, 0.047437703907489776, 0.047420567497611046, 0.04740043275058269, 0.04738560348749161, 0.047373010888695714, 0.047366235479712485, 0.04735169120132923, 0.047346997410058975, 0.047338664159178735, 0.047328173741698266, 0.047331858873367307, 0.04732450328767299, 0.04731563828885555, 0.047311609387397764, 0.04730977155268192, 0.04731029942631722, 0.047307868972420695, 0.04730836674571037, 0.04730482012033463, 0.04730584464967251, 0.04730794794857502, 0.047305639758706094, 0.047310461923480034, 0.04730622448027134, 0.047300684601068496, 0.047295922711491585, 0.04729069769382477, 0.04729403287172317, 0.04729655407369137, 0.047294667735695836, 0.04729460299015045, 0.047310681343078614, 0.04731794759631157, 0.04732269093394279, 0.04732165575027466, 0.04732907846570015]"
