,ca_id,seed,noise,type,layer,value
0,319,0,0.05,ca_entropy,,7.613135274787357
1,319,0,0.05,ca_lmc,,0.038335184336545224
2,319,0,0.05,model_entropy,,8.79856952502345
3,319,0,0.05,layer_entropy,0.0,8.79856952502345
4,319,0,0.05,layer_entropy,1.0,8.79856952502345
5,319,0,0.05,layer_entropy,2.0,8.79856952502345
6,319,0,0.05,layer_entropy,3.0,8.79856952502345
7,319,0,0.05,layer_entropy,4.0,8.79856952502345
8,319,0,0.05,layer_entropy,5.0,8.792625915645745
9,319,0,0.05,layer_entropy,6.0,8.79606952502345
10,319,0,0.05,layer_entropy,7.0,8.790125915645746
11,319,0,0.05,layer_entropy,8.0,8.790125915645746
12,319,0,0.05,layer_entropy,9.0,8.785001083808108
13,319,0,0.05,layer_entropy,10.0,8.78856952502345
14,319,0,0.05,layer_entropy,11.0,8.774307138105678
15,319,0,0.05,neuron_entropy,0.0,0.7129823134334048
16,319,0,0.05,neuron_entropy,1.0,0.6326227618258516
17,319,0,0.05,neuron_entropy,2.0,0.6579307778464795
18,319,0,0.05,neuron_entropy,3.0,0.5746713767247653
19,319,0,0.05,neuron_entropy,4.0,0.4534546894410334
20,319,0,0.05,neuron_entropy,5.0,0.3103324060037796
21,319,0,0.05,neuron_entropy,6.0,0.3338770024210541
22,319,0,0.05,neuron_entropy,7.0,0.3406053918737225
23,319,0,0.05,neuron_entropy,8.0,0.3439642762290404
24,319,0,0.05,neuron_entropy,9.0,0.3010353498699909
25,319,0,0.05,neuron_entropy,10.0,0.34104126990235123
26,319,0,0.05,neuron_entropy,11.0,0.3243363209594743
27,319,0,0.05,model_lmc,,0.023233722652015048
28,319,0,0.05,layer_lmc,0.0,0.023233722652015048
29,319,0,0.05,layer_lmc,1.0,0.023233722652015048
30,319,0,0.05,layer_lmc,2.0,0.023233722652015048
31,319,0,0.05,layer_lmc,3.0,0.023233722652015048
32,319,0,0.05,layer_lmc,4.0,0.023233722652015048
33,319,0,0.05,layer_lmc,5.0,0.023300458676461223
34,319,0,0.05,layer_lmc,6.0,0.023254608806780746
35,319,0,0.05,layer_lmc,7.0,0.023321302819947622
36,319,0,0.05,layer_lmc,8.0,0.023376241106920406
37,319,0,0.05,layer_lmc,9.0,0.02344497164241289
38,319,0,0.05,layer_lmc,10.0,0.02331717352107784
39,319,0,0.05,layer_lmc,11.0,0.023608370143465594
40,319,0,0.05,neuron_lmc,0.0,0.0859009220951749
41,319,0,0.05,neuron_lmc,1.0,0.08026018181426732
42,319,0,0.05,neuron_lmc,2.0,0.06562631481102814
43,319,0,0.05,neuron_lmc,3.0,0.07871191524917819
44,319,0,0.05,neuron_lmc,4.0,0.057302080157683656
45,319,0,0.05,neuron_lmc,5.0,0.05682952804050059
46,319,0,0.05,neuron_lmc,6.0,0.051728433955597876
47,319,0,0.05,neuron_lmc,7.0,0.05452360845737309
48,319,0,0.05,neuron_lmc,8.0,0.04184495041056753
49,319,0,0.05,neuron_lmc,9.0,0.04800667165805945
50,319,0,0.05,neuron_lmc,10.0,0.04597612582002955
51,319,0,0.05,neuron_lmc,11.0,0.05499889604794889
52,319,0,0.05,losses,,"[0.5635627999901771, 0.2178919079899788, 0.19144785940647124, 0.16746239751577377, 0.14319373279809952, 0.11894468680024146, 0.09816617965698242, 0.08179602086544037, 0.06964757941663265, 0.06171919032931328, 0.05662241078913212, 0.05351090155541897, 0.05153882659971714, 0.05031776450574398, 0.04952316805720329, 0.04906018272042274, 0.04876977100968361, 0.04857784852385521, 0.048476917818188664, 0.04840410962700844, 0.04833254314959049, 0.0483121707290411, 0.04828036032617092, 0.0482712460309267, 0.04826108492910862, 0.04825150437653065, 0.04824415773153305, 0.0482397585362196, 0.048233889266848566, 0.04823094859719276, 0.048236708492040634, 0.04822102546691895, 0.04822991631925106, 0.04822339095175266, 0.048228494450449945, 0.048223870992660525, 0.04822719037532806, 0.048230044543743134, 0.048256704583764076, 0.048253605142235756, 0.04825234211981297, 0.04824362605810165, 0.04825996711850166, 0.04824587017297745, 0.04824083410203457, 0.04825307227671147, 0.04825440160930157, 0.048255953937768936, 0.04826288990676403, 0.04825703985989094, 0.04826176568865776, 0.048258326277136804, 0.048265737369656565, 0.04827591642737389, 0.04828799709677696, 0.048293733298778535, 0.0482901768386364, 0.04828179366886616, 0.04828944370150566, 0.04829058825969696]"
