,ca_id,seed,noise,type,layer,value
0,439,0,0.2,ca_entropy,,4.888342937194877
1,439,0,0.2,ca_lmc,,0.5100104497233577
2,439,0,0.2,model_entropy,,8.79856952502345
3,439,0,0.2,layer_entropy,0.0,8.79856952502345
4,439,0,0.2,layer_entropy,1.0,8.79856952502345
5,439,0,0.2,layer_entropy,2.0,8.79856952502345
6,439,0,0.2,layer_entropy,3.0,8.79856952502345
7,439,0,0.2,layer_entropy,4.0,8.79856952502345
8,439,0,0.2,layer_entropy,5.0,8.782625915645747
9,439,0,0.2,layer_entropy,6.0,8.78956811042932
10,439,0,0.2,layer_entropy,7.0,8.791682306268042
11,439,0,0.2,layer_entropy,8.0,8.79356952502345
12,439,0,0.2,layer_entropy,9.0,8.776095641568736
13,439,0,0.2,layer_entropy,10.0,8.776124501051617
14,439,0,0.2,layer_entropy,11.0,8.785738696890336
15,439,0,0.2,neuron_entropy,0.0,0.7114356135227312
16,439,0,0.2,neuron_entropy,1.0,0.6206690862100557
17,439,0,0.2,neuron_entropy,2.0,0.6492051558486096
18,439,0,0.2,neuron_entropy,3.0,0.5517091070978012
19,439,0,0.2,neuron_entropy,4.0,0.4563739830678517
20,439,0,0.2,neuron_entropy,5.0,0.3194957332272748
21,439,0,0.2,neuron_entropy,6.0,0.33009447824663196
22,439,0,0.2,neuron_entropy,7.0,0.33242086794705783
23,439,0,0.2,neuron_entropy,8.0,0.33511344455674014
24,439,0,0.2,neuron_entropy,9.0,0.2729501611495949
25,439,0,0.2,neuron_entropy,10.0,0.29111374726316097
26,439,0,0.2,neuron_entropy,11.0,0.28784234468094305
27,439,0,0.2,model_lmc,,0.023233722652015048
28,439,0,0.2,layer_lmc,0.0,0.023233722652015048
29,439,0,0.2,layer_lmc,1.0,0.023233722652015048
30,439,0,0.2,layer_lmc,2.0,0.023233722652015048
31,439,0,0.2,layer_lmc,3.0,0.023233722652015048
32,439,0,0.2,layer_lmc,4.0,0.023233722652015048
33,439,0,0.2,layer_lmc,5.0,0.023548415736325153
34,439,0,0.2,layer_lmc,6.0,0.023429692494363157
35,439,0,0.2,layer_lmc,7.0,0.0233254321188174
36,439,0,0.2,layer_lmc,8.0,0.02333043914607784
37,439,0,0.2,layer_lmc,9.0,0.023722883531115492
38,439,0,0.2,layer_lmc,10.0,0.02361325998564201
39,439,0,0.2,layer_lmc,11.0,0.02339202928047052
40,439,0,0.2,neuron_lmc,0.0,0.08595707736885344
41,439,0,0.2,neuron_lmc,1.0,0.08382435710171149
42,439,0,0.2,neuron_lmc,2.0,0.066288425425762
43,439,0,0.2,neuron_lmc,3.0,0.07828108307724052
44,439,0,0.2,neuron_lmc,4.0,0.05799238132302813
45,439,0,0.2,neuron_lmc,5.0,0.057596701367640106
46,439,0,0.2,neuron_lmc,6.0,0.05276138125618928
47,439,0,0.2,neuron_lmc,7.0,0.05492068119721938
48,439,0,0.2,neuron_lmc,8.0,0.04331548672279586
49,439,0,0.2,neuron_lmc,9.0,0.05177441928537889
50,439,0,0.2,neuron_lmc,10.0,0.04510790654973425
51,439,0,0.2,neuron_lmc,11.0,0.04612795050136771
52,439,0,0.2,losses,,"[0.587728468477726, 0.20831846296787263, 0.19612314850091933, 0.18945314437150956, 0.18438782632350922, 0.18036697030067445, 0.1771248984336853, 0.17445171743631363, 0.1721343344449997, 0.1700540766119957, 0.16827445715665817, 0.16684220403432845, 0.1656442528963089, 0.16470356911420822, 0.1638852533698082, 0.16326026022434234, 0.1627005210518837, 0.16220447182655334, 0.16181109398603438, 0.16153171479701997, 0.16126904517412186, 0.1610465243458748, 0.16087703734636308, 0.16072361409664154, 0.1605610653758049, 0.16043509483337404, 0.16035553187131882, 0.160265294611454, 0.16018569707870484, 0.16012210071086883, 0.16004139989614485, 0.16000442028045656, 0.1599725916981697, 0.15993004083633422, 0.15988370209932326, 0.15981607854366303, 0.15975465834140778, 0.15976482301950454, 0.15976405173540115, 0.15972982466220856, 0.1596980032324791, 0.1597067365050316, 0.15971303343772889, 0.15969806790351868, 0.15974371165037154, 0.15972819983959197, 0.15974236518144608, 0.1597188338637352, 0.15971917390823365, 0.15975706845521928, 0.15980195969343186, 0.15985578298568726, 0.15987536013126374, 0.1599276277422905, 0.15996018469333648, 0.15997532427310943, 0.16014129549264908, 0.16016251742839813, 0.1601348626613617, 0.1601751133799553]"
